,word,values_
2413,yonsei,"[ 0.8055     0.24528   -0.069584  -0.22917   -0.60417    0.0716
 -0.011298   0.26161   -0.13292    1.6853    -0.8176     0.8149
 -0.017176   0.68792   -0.24827   -0.074548   0.22936   -0.62287
  0.17067   -1.2081     0.82952   -0.12619   -0.26708   -0.053236
  0.34239   -0.077533  -0.021168   0.21671    0.21585    0.44591
 -0.89247   -0.1306     0.10647    0.036266  -0.79483   -0.50448
  0.46769    0.30421   -0.75827   -0.47571   -0.35139    0.70643
 -0.88823    0.046003  -0.38286    0.13624    0.21821    1.1575
  0.13325    0.51598    0.49776   -1.0427    -0.23337   -0.44861
 -0.19392   -0.4394     0.16689   -0.69749   -0.70907   -0.62778
 -0.89394   -0.14022   -0.40868    0.19334   -0.16095    0.22604
  0.19531    0.060067  -0.046337   0.86086   -0.20221    0.48416
 -0.34329   -0.066189  -0.57088    0.58121    1.2094    -0.096265
  0.35537    0.024168   0.26022   -0.049493  -0.06955   -0.64405
 -0.55621    0.80889    0.14583    0.38057    0.51117   -0.24407
  0.45983    0.12791   -0.024325  -0.0032679 -0.13177    0.44031
  0.76615    0.030772  -0.0096855  0.44294  ]"
2414,eulex,"[ 0.50222  -0.23604   0.17259   0.38103  -0.33181   0.82912   0.49824
  0.39095   0.070973  0.26806  -0.8772   -0.053716  0.50152   0.85055
 -0.75234  -0.69224   0.58851   0.76795  -0.077947  0.61147   0.10444
 -0.92317   0.26217   0.39433   0.64878   0.015881  0.020919 -0.69237
 -0.44374  -0.062185 -0.6744   -0.66198  -0.80542   0.16113   0.12969
 -0.32139   1.1369    0.4193    0.77105  -0.39093  -0.91165   0.42863
  0.92051   0.42296  -0.53578  -1.0638    0.42549  -0.33488   0.041866
  0.72113   0.7904    0.25812  -0.80903   0.35727  -0.92943  -0.076916
  0.33276   0.78425   0.34572  -0.72654   0.4898    0.10324   0.54917
  0.36797  -0.74496  -0.23127  -1.5412   -0.33734   0.43312   0.19658
  1.5359   -0.36923  -0.53643  -0.3482    0.41899  -1.2275   -0.063954
  1.1952    0.58771  -0.60431   0.011381 -0.83656   0.99384   0.34114
  0.17593   0.41691   1.0287    0.26333  -0.49076   0.38487   0.30961
  0.27967  -0.36997  -0.62189   0.99497  -0.12614  -0.61365   0.64986
 -1.04      0.32361 ]"
2415,mackillop,"[-0.21577  -0.049585 -0.80341   0.72681   0.098643  0.16524   0.34392
 -0.13315  -0.56043   0.19611  -0.14276   0.6765    0.96722   0.72708
  0.069498 -0.4682    0.72723   0.54563   0.26554   0.62185  -0.42918
 -0.64719   0.3566    0.94995   0.10086  -0.070463 -0.75558  -0.68861
 -0.20348   0.10522  -0.075362 -0.35634   0.66234   0.032677 -0.22228
 -0.50131  -0.61789   0.15992  -0.2944    0.11293  -1.3914    0.40098
 -0.1312    0.068915 -0.31406   0.33647   0.45441   0.3805    0.6506
  0.31083   0.3392   -0.20667   0.7056   -0.27251  -0.39417  -0.026968
 -0.1929   -0.40764  -0.82735  -0.45778   0.3385   -1.1195    0.15044
  0.58988  -0.4255   -0.11759  -0.42755   0.51225   0.21596  -0.18128
  0.3237    0.12985  -0.63631   0.39419   1.031     0.12376   0.42543
 -0.036051  0.5296    0.14614  -0.22174  -0.70646   0.82012   0.49224
 -0.29391  -0.27004   0.2434    0.044511 -0.36245   0.43812   0.59059
 -0.31044   0.65913   0.29101  -0.61359  -0.58415   0.3161   -0.28479
 -0.6383    0.69309 ]"
2416,mainassara,"[-0.35318   0.17814  -0.50786   0.41111   0.57811  -0.89023   0.12314
  0.64276  -0.16398   0.35833   0.57286   0.32603   0.21091  -0.76019
  0.07219   0.82741  -0.25721   0.058815  0.49196  -1.1004   -0.55466
 -0.97529   0.6091   -0.083813 -0.30361   0.4221   -0.18352   0.39554
  0.45641  -0.17925   1.3431   -0.98211  -0.55908  -0.1917   -0.61704
  0.20056   0.47195   0.78973  -0.34519   0.073172 -0.61975   0.61234
  0.22347   0.22898  -0.88178   0.88319  -0.70539   0.31485  -0.39289
  1.314    -1.1659   -0.34755   0.30601   1.0629    0.31354   0.49486
  0.081686 -0.1714    0.051275 -0.57092   0.61456  -0.47321  -0.663
 -0.49276   0.77768  -0.39087   1.657    -0.36518  -0.33749   0.66522
  0.048068  0.12153   0.28066   0.80074  -0.62315  -0.011972  0.4215
  0.15928  -0.19982   0.83505  -0.13292  -0.32434  -0.026085 -0.33586
  0.36662  -0.77534   0.48761   0.58834   0.23195   0.25166   0.61922
 -0.84721  -0.30383   1.2074   -0.72164  -0.53198   0.23142  -0.92384
 -0.77173   0.027111]"
2417,franky,"[-0.21149   -0.15616   -0.48756   -0.36494    0.014975   0.04518
 -0.15124    0.3839     0.78512   -0.95973    0.12146   -0.09928
 -0.17975    0.12838   -0.13422    0.49533   -0.019351  -0.26927
 -0.09259    0.53732    0.498      0.1339    -0.90014   -0.077872
  0.13717    0.29833   -0.092415  -0.77517    0.19871    0.19773
 -0.46919    0.12563   -0.3495    -0.051004   0.0052406  0.20249
  0.57172    0.21914   -0.41622   -0.26987    0.60083   -0.59636
  0.29295    0.27661   -0.85316    0.7022    -0.36778   -0.22202
  0.36184    1.3652    -0.25266    0.47751   -0.35251    0.1016
 -0.42273    0.42701   -0.128     -0.29241   -0.74968    0.088924
  0.049741   0.19143    0.46415    0.78795    0.56616    0.20242
  0.337      0.22102   -0.34459    0.62478    0.20882   -0.39732
  0.26262   -0.14587   -0.13203    1.3016     0.16775   -0.37153
  0.59622    0.0089543 -0.1976     0.056816  -0.24784    0.075418
  0.29956   -0.55154   -0.014486   0.33229   -0.28017   -0.30535
 -0.29014    0.9406     0.23683    0.47641    0.59674   -0.30531
  0.044457  -0.28063   -1.0291    -0.040822 ]"
2418,7.13,"[ 0.82527    0.038459   0.09529    0.28857   -0.27318    0.13641
  0.56354    0.15675    0.17824   -0.16777    0.21909    0.30457
 -1.4211    -0.19596    0.41293   -0.044256  -0.58024   -0.41805
  0.10933    0.42995    0.16542    0.35228   -0.39248    0.18342
  0.96799   -0.12407    0.49995    0.32949    0.32577   -0.23337
  0.19885   -0.42708    0.052354  -0.17767   -0.040942   0.42957
  0.14241   -0.47316   -0.050556   0.68585    0.16533   -0.13579
 -0.59597    0.1767    -0.17848   -0.18129   -0.65682    0.22066
  0.054891  -1.0277    -0.21281   -0.073284   0.77412    0.25334
 -0.3823     0.64133   -0.051024  -0.37253    0.19638   -0.067198
 -0.031054  -0.88571    0.46464    0.2853    -0.92196    0.3527
 -0.28764   -0.03166    0.084614   0.27731   -0.57635    0.011852
 -0.56518    0.51405   -0.39237   -0.065968  -0.50016   -0.18314
  0.091678   0.06517   -0.50009    0.73213   -0.046065   0.12587
  0.39186    0.94958    0.6942     0.36029   -0.081852   0.4498
 -0.28135    0.61549    0.0061913 -0.33184   -0.15962   -0.16572
 -0.15464   -0.66566   -0.1101    -0.16909  ]"
2419,conventioneers,"[ 1.6720e-01  8.2869e-02  4.5661e-01 -9.5865e-01  7.8976e-02  4.2909e-01
 -8.2986e-02  4.5274e-01  2.1728e-01 -4.5281e-02 -3.5270e-01 -2.6205e-01
  3.4708e-01 -7.6765e-01  1.4769e-02 -3.9588e-01 -2.9784e-02  1.7594e-01
 -1.8190e-01 -4.4025e-01  3.4242e-01 -1.1214e-01 -2.6681e-01 -3.2494e-01
 -2.4236e-01 -5.6924e-01 -2.5350e-02  2.7776e-01 -1.5690e-01 -1.2096e+00
 -1.0690e-01  2.8454e-01 -2.7745e-01  2.8655e-01  7.8935e-02  3.5446e-02
  2.5092e-02  1.5789e-01  1.1335e-02  1.8566e-01 -5.4702e-01 -3.6133e-01
 -1.1274e-01  1.1629e-01 -1.8110e-01 -1.7183e-02 -6.6206e-03 -6.4476e-02
  1.2047e-02  5.5037e-01 -2.4187e-01 -1.2822e-01 -1.6204e-01 -3.1118e-01
  5.2216e-05  7.5754e-01  3.9212e-01 -2.4707e-01 -2.5124e-01 -2.7356e-01
 -5.8949e-01  5.7484e-01  6.2454e-02 -2.4514e-01 -6.1165e-01  5.2460e-01
  3.9332e-01 -1.6040e-01  1.1259e-01 -9.0038e-01 -4.2328e-01 -4.9265e-01
 -2.3480e-01 -2.4207e-01 -7.8131e-01  4.2107e-01  4.0252e-01 -4.4004e-01
  1.8968e-01 -9.9432e-02 -2.7894e-01 -1.0917e-01  8.0653e-02 -2.0773e-01
 -2.2372e-01 -3.9264e-01 -1.3350e-01  3.2775e-01 -8.6379e-01 -2.4122e-01
  2.1871e-01  2.6862e-01  5.3800e-01 -5.2953e-01 -2.0993e-01 -1.2065e-01
  3.2788e-02  4.2035e-01  3.0334e-01  2.2565e-01]"
2420,rym,"[-0.5143     0.18533   -0.44221   -0.048919  -0.31311   -0.32011
  0.8279    -0.52883    0.92401   -0.61077    0.23077   -0.1731
  0.16458   -0.29925    0.020356   0.2998    -0.2756    -0.32204
  0.15919   -0.66452   -0.2647    -0.38547   -0.52365    0.47354
 -0.11746    0.29393   -0.20645    0.061392   0.21761   -0.014146
  0.56452   -0.52299   -0.49682    0.16624    0.082566  -0.026546
  0.92033    0.81569    0.23711   -0.32914   -0.29546    0.083689
  0.40703    0.46506   -0.93944   -0.22902   -0.70995    0.15147
  0.57724    0.35217   -0.0277     0.5144    -0.28108   -0.33543
 -0.42193    0.79073    0.36942    0.42319   -0.44522   -1.0434
 -0.029968   0.012378   0.67519   -0.032477  -0.61475    0.32893
 -0.5281     0.0028972 -0.4878     0.95694    0.73924   -0.58659
 -0.19241    0.52278   -0.012063  -0.29476   -0.042278  -0.18571
  1.0296    -0.73212   -0.050743  -0.18652    1.1463    -0.8842
 -0.08178    0.47786   -0.33781   -0.10946   -0.069627   0.10525
  0.31852    0.30506    0.31292    0.18893    0.31611   -0.13987
  0.34265   -0.38338   -0.4723    -0.28821  ]"
2421,marcie,"[-0.3739    0.27466  -0.23711  -0.41872  -0.52399   0.44803   0.47383
  0.55244   0.40453  -0.4248   -0.47843  -0.22629  -0.065472  0.032224
 -0.052078  0.2478   -0.11664   0.048185  0.094218  0.20768  -0.27639
  0.023187  0.33662   0.52626  -0.17554   0.014962  0.80587  -0.63027
  0.18089  -0.6299   -0.91149  -0.093464  0.14758   0.15674  -0.4807
  0.33598   0.33252  -0.098889  0.70499  -0.45807  -0.59726  -0.071556
 -0.11842   0.72812  -0.44703   0.5358   -0.29158  -0.10124  -0.039452
  0.52507   0.1981    0.29637  -0.27943   0.47041   0.20216   0.50039
 -0.21502   0.088554 -0.97524  -0.48347   0.5162   -0.39104   0.53944
  0.78543  -0.31733  -0.033948  0.44459   0.53823  -0.030069  0.068685
 -0.22201  -0.73845  -0.37441   0.54946   0.097655  0.90213  -0.63906
 -0.48028  -0.078893 -0.10101  -0.14883   0.11172   0.26558  -0.22621
  0.21672  -0.3258    0.4163    0.25648  -0.17445  -0.15502  -0.029074
  0.58715   0.62168   0.31367   0.3851   -0.21595   0.13496  -0.28207
 -0.89561   0.19253 ]"
2422,manhasset,"[-0.36073   -0.64301    0.20331    0.41724   -0.20557   -0.37612
  0.3258     0.81989   -0.22749    0.13102   -0.25354    0.59913
  0.39951    0.133      0.12697    0.45026   -0.25563   -1.1156
  0.67324   -0.22769   -0.49186    0.87784    0.15361   -0.16351
  0.33919    0.034989  -0.51447   -0.61749   -0.6024     1.1041
 -0.034337  -0.0098002 -0.20143    0.66745   -0.10563   -0.079911
 -0.066576  -0.59445    0.5171    -0.90737    0.31901   -0.096641
 -0.31276   -0.43241   -0.45367   -0.083928   0.67916   -0.10573
  0.25423    1.0526     0.16879   -0.013295   0.48311   -1.1065
  0.016773  -0.55963    0.15485   -1.139     -0.61864   -0.13378
 -0.62947    0.19566   -0.33656    0.10131   -1.0976    -0.061933
 -0.40745   -0.5856    -0.14495   -0.16975    0.36795   -0.23401
 -0.85678   -0.071576  -0.17786   -0.2821     0.035808   0.3365
 -0.52285   -0.65644   -0.32798    0.70334    0.99089    0.37988
  0.72404   -0.042098   0.052973   0.28444   -0.448      0.11442
 -0.62008    0.014564   0.48609   -0.33324   -0.65563    1.3127
 -0.01607    0.28524    0.96614    0.22825  ]"
2423,ruutel,"[-1.7523     0.15649    0.26065    0.944     -0.35443   -0.10696
  0.589      0.22564   -0.80727    0.11643   -0.80314    0.147
 -0.52722   -0.13215   -0.10696    0.3543     1.2179     0.55288
  0.49885    0.56354   -0.84862    0.43384    0.6484     0.53676
 -0.15971    0.016989  -0.3552     0.36089    0.18949   -0.74786
  0.53351    0.58379    0.22661   -0.036721   0.11511    0.089831
  0.79109   -0.89817    0.21778   -0.36851   -0.87691    0.44246
  0.41837    0.5911    -0.65955    0.054566   0.92389   -0.19904
  0.29462    0.928     -0.75124   -0.55822   -0.24488   -0.38985
  0.1227     0.73983    0.045463   0.5122    -0.40183    0.80833
 -0.12161   -0.40345   -0.52607    0.82469   -0.83377    0.59442
  0.65709    0.523     -0.024582  -0.41303   -0.10713    0.24333
 -0.052232  -0.20682   -0.094549   0.073517  -0.49618    1.0148
  0.14347   -0.098988   0.002851  -0.68152    1.0478    -0.82351
  0.44621   -0.45146   -0.29244    0.32672   -0.0092628 -0.38628
  0.34662   -0.020622   0.20891    0.46766   -0.27863    0.2491
 -0.23176    0.24757   -0.55315    0.0092108]"
2424,criminalized,"[ 0.25589    0.097632   0.13069    0.33257   -0.12724    1.0547
 -0.43156   -0.32568    0.69163   -0.35979   -0.54116    0.29512
  0.12202    0.12186    0.25982    0.11938    0.18119    0.76912
 -0.020274  -0.079179  -0.097389   0.18216    0.80866    0.20544
 -0.29453    0.10779   -0.0096183 -0.094277  -0.37945    0.0088289
  0.57686   -0.01019    0.29445   -0.24314   -0.028638   0.23524
 -0.42095   -0.68976   -1.1255     0.41041    0.17363    0.020985
  0.25187    0.62294   -0.19592   -0.24332    0.69863    0.19414
 -0.31505   -0.43116   -0.35508    0.39901   -0.52623   -0.10581
 -0.34838    0.74722    0.29393   -0.41974   -0.041687   0.13935
 -0.11375   -0.66258   -0.090155  -0.37355    0.15572    0.073244
  0.55156   -0.25012    0.14825   -0.099107   0.36635   -1.0081
  0.85004    0.80228   -0.47697   -0.31044    0.16159   -0.16384
  0.029925  -0.04734   -0.18049   -0.2985     0.20217    0.67156
 -0.5468     0.011574   0.50354   -0.12228   -0.42426   -0.58844
 -0.65652   -0.23364   -0.11658   -0.05386    0.88451    0.24449
 -0.16871   -0.11388   -0.82944   -0.30628  ]"
2425,hsv,"[ 0.49927  -0.58001  -0.10238  -0.57002   0.24478   0.1695    0.10792
  0.011125  0.22477   0.13302   0.099921 -0.45015   0.089193  0.083185
 -0.2967    1.2357   -0.077666 -0.46547   0.42974   0.21885   0.22431
 -0.53472   0.11211   0.20739   0.40119  -0.4294    1.0428   -0.33396
 -0.15069  -0.25773  -0.56357   0.74089  -0.23175   0.098376  0.89641
  0.57092   0.20332  -0.1909    0.17362  -0.070656  0.39548  -0.95351
 -0.37443   0.51994   0.58631   1.196     0.51703  -0.21091   0.22631
  0.74136  -0.12124   0.38014   0.037771  0.42232  -0.22711   1.0762
 -0.23359   0.69755  -0.50564  -0.37035  -0.063198  0.34039  -0.78938
  0.51345   0.72811   0.17484  -0.36021  -0.21579  -0.22257   0.61621
 -0.31193  -0.90569  -0.18774   0.072499  0.87697  -0.17051   0.43975
  0.041192 -0.54237  -0.064365 -0.098511  0.26477  -0.083744 -0.5456
  0.11421  -0.011345  0.22719   0.29576  -0.38906   0.4853   -0.42265
  0.73599   1.2325    0.69354   0.59874  -0.64322  -0.1157   -0.040945
  0.23045  -0.48465 ]"
2426,axiomatic,"[ 6.5191e-01  4.2034e-01  3.8010e-01  1.7217e+00  9.6227e-02  3.7447e-01
  5.6368e-01 -2.6792e-01 -1.6929e-01  1.4355e-01  6.9596e-02  5.9215e-01
 -6.8553e-02  2.5807e-01  3.6784e-01  1.7728e-01  5.8896e-03  8.5502e-01
  5.4384e-01 -4.6029e-01 -7.5179e-02 -3.4577e-01  7.6352e-01 -1.7163e-01
  7.4669e-01 -4.7029e-01  1.2449e+00  5.4266e-01 -1.2857e+00 -3.8098e-01
 -5.5005e-01 -2.4542e-01 -2.0191e-01  2.4818e-01 -1.9680e-01  1.0208e+00
 -1.6709e-01 -5.7088e-02  5.5493e-02 -1.6106e-01  1.8011e-01  8.8112e-01
  1.0761e-01 -4.6722e-02 -2.0769e-01 -7.0163e-01  4.6703e-01  1.0711e-01
 -5.4419e-01  1.7368e-01 -5.5846e-02  1.6267e-03  4.9849e-01  1.9132e-02
  5.4362e-02 -1.4014e-01  1.2358e+00  3.2926e-01  5.7924e-02  6.1840e-01
  1.7944e-01 -6.0511e-01  1.0244e-01  9.2541e-01  4.9774e-01 -5.1558e-01
 -9.6419e-01  2.3455e-01 -3.8340e-01 -8.7284e-01 -6.0443e-01 -1.6109e-01
  2.0782e-01  1.8421e-01 -2.8274e-01 -9.6914e-01  5.0943e-02 -1.3432e-01
  4.3132e-01 -1.7266e-01  1.0643e-01 -2.4474e-01 -7.7752e-01  2.6234e-01
 -4.2143e-01  9.5367e-01  1.3783e-01  2.7204e-03 -6.1466e-01  7.0020e-02
  5.4839e-01  6.0513e-02  1.1460e-01 -1.7334e-01  8.4494e-01 -4.3185e-01
 -7.9966e-02 -5.4589e-01 -6.9701e-01  8.9202e-01]"
2427,wladyslaw,"[-8.2757e-01  2.5550e-01  6.5861e-01 -6.7610e-02  9.7267e-02 -3.7339e-01
 -6.4510e-01 -6.3439e-01  1.3906e-01 -6.6935e-01  3.6726e-01  2.6459e-01
 -6.2665e-01  7.5231e-01  2.0524e-01 -3.5633e-01 -3.9415e-01 -7.1397e-01
  4.0323e-01  1.0569e-02 -9.1808e-01  1.7843e-01  1.6262e-01 -3.1084e-02
  4.8479e-01 -8.7514e-01  2.2945e-01  3.4462e-01  1.4740e+00  2.5993e-02
 -3.7378e-01 -1.9474e-01 -3.6163e-01  7.4609e-01 -4.7468e-01 -2.1320e-01
  4.1284e-01  6.8458e-01  7.1989e-03 -4.7399e-01  6.7258e-01  4.7331e-01
  4.2004e-01 -2.0766e-02 -3.1168e-02 -1.0567e-01  4.4007e-01  6.1108e-01
 -6.7343e-01  7.0909e-01  2.7786e-01 -1.4501e-01  7.1453e-01 -1.3105e-01
  1.5253e-01  1.3164e+00 -6.2560e-01  9.1461e-01  3.5871e-01  4.0556e-01
  2.7245e-01 -6.6796e-02  5.9498e-01 -4.3969e-01  4.0340e-01 -3.0116e-01
  6.2102e-01  3.9134e-01 -4.2101e-01  1.6123e-01  4.7843e-01 -1.0814e+00
 -1.9256e-01 -7.5291e-02 -3.9404e-01  8.9718e-01 -4.2425e-01  4.0527e-01
  1.3511e-02  4.4657e-01  9.2583e-04  2.4632e-01  8.2561e-01  2.4993e-01
  8.4606e-01  1.0167e-01 -1.3854e-01 -6.0804e-01 -9.4083e-01 -1.0964e-01
  4.0078e-01  8.6676e-02  1.2978e-01  1.8168e-01  7.5100e-01 -1.9003e-01
  1.5677e-01 -3.0038e-01 -5.1135e-01 -5.2382e-01]"
2428,broods,"[-0.2559    0.33906  -0.47054  -0.17102   0.013894  0.45992   0.36147
 -0.1372    0.095139 -0.046664 -0.64475   0.32124   0.24213   0.71597
  0.28647  -0.3742   -0.43646  -0.021521  0.33812  -0.16411   0.049435
 -0.17845   0.16462   0.69968   0.4893   -0.31296  -0.41934   0.62089
 -0.23475   0.36802  -0.076601  0.1407    0.53258   0.085206 -0.19419
  0.60206   0.094474  0.29833  -0.14034   0.15983   0.2767    0.14137
 -0.47998  -0.055036  0.1815   -0.20763   0.33275  -1.2733   -0.16877
  0.17088  -0.1346   -1.2917    0.18072   0.8264    0.46662   0.91474
  0.55072  -0.71395  -1.139     0.3502    0.42516   1.087     0.45352
  0.21674   0.53399  -0.022775 -0.19141  -0.21537   0.1179   -0.36913
  0.73634  -0.043524  0.21139   0.054412 -0.78024   0.34472  -0.31652
 -0.97628   0.022651  0.068599 -0.053073 -0.037058 -0.18416   0.36784
  0.32898  -0.67888   0.24601  -0.093406  0.11552   0.092906 -0.72576
  0.98325  -0.17403  -0.64136   0.093146 -0.39439  -0.58327   0.38683
  0.11471  -0.21402 ]"
2429,epi,"[-0.25751   -0.27223   -0.29598   -0.25043   -0.40174    0.21066
  0.1338    -0.068172   0.0012361 -0.17017    0.31649    0.36269
  0.10013    0.24924    0.54257    0.36151    0.050165  -0.25995
  0.1484     0.35876   -0.19078    0.27308   -0.35695    0.62246
  0.064901   0.14064    0.29352   -0.29729   -0.94506   -0.074883
 -0.61197    0.21377   -0.053365   0.83503    0.0034844  0.062767
  0.17328    0.57414   -0.13666   -0.60992   -0.19164    0.48726
 -0.23917   -0.12036    0.12775   -0.20485    0.024153  -0.32896
 -0.034128   0.73414   -0.051911   0.66722   -0.444     -0.095109
 -0.23558    0.51945    0.65205    0.36455    0.11817   -0.39567
  0.52874   -0.075757  -0.03131   -0.19777   -0.8127     0.41709
 -0.94092   -0.2121     0.61675   -0.15949    0.37573   -0.095699
  0.53479   -0.44964   -0.49493   -0.014196  -0.175      0.42597
 -0.21635   -0.44599   -0.44739   -0.2008    -0.071317  -0.22821
  0.27949    0.046144   0.71141    0.33238    0.25336    0.39979
 -0.090325   0.62311    0.34977   -0.041403   0.57177    0.1099
 -0.25659   -0.29945   -0.39847    0.12721  ]"
2430,shkodra,"[ 0.063113 -0.81537   0.44838   0.26418  -0.019066  0.87067   0.41885
  0.16353   0.18522   0.76002  -0.31098   0.074084 -0.40162   0.41906
 -0.030555 -0.7385   -0.42425  -0.6229    0.29729  -0.40158   0.74853
  0.28045  -0.055804  0.24376  -0.74469  -0.4843    0.11821  -0.13162
 -0.34652  -0.93129  -0.013912 -1.1285    0.31671   0.48546  -0.54493
  0.059479  0.52228  -0.49555   0.4329   -0.37784  -0.13708   0.2664
 -0.12195  -0.8426   -0.44584   0.458     0.88857   0.16729   0.46761
  0.75456  -0.22558   0.71329  -0.051053 -0.263    -0.51481   0.13916
 -0.29336  -0.44804  -0.7389   -0.049256 -0.10077  -0.26287  -0.4463
  0.40244  -0.1224    0.55942  -0.12826  -0.46939   0.033439  0.10901
 -0.13632  -0.52781   0.086026 -0.1404   -0.11307   0.022682  0.3653
  0.22608  -0.58632   0.10877   0.073057 -0.025451  0.14647  -0.36462
 -0.12851   1.2337   -0.47346   0.49968  -0.36158  -0.066103  0.81909
  0.29262  -0.4471   -0.11155  -0.087336  0.51687  -0.060403  0.4941
 -0.25599   0.63344 ]"
2431,polonium-210,"[ 0.052191  -0.39967    0.53301   -0.08896   -0.48622   -0.28121
  0.81643   -0.64418   -0.75673    0.179     -0.16542   -0.48522
  0.97249    0.7128    -0.4062     0.99093    0.26297   -0.25931
 -0.24329   -0.89603    0.17667   -0.17252   -0.2921    -0.14751
 -0.59536    0.22966    0.17851    1.1197    -0.29937    0.10857
  1.1184     0.59377   -0.63565    0.14318   -0.20912    0.26619
  0.33312   -0.48881   -0.65175    0.26614    0.34056    0.30212
  1.1531    -0.39355    0.0024139  0.62883   -0.18436   -0.32842
  0.045185   0.59447    1.3605     0.0048727 -0.33444   -0.21809
 -0.35035   -0.75139   -1.2567    -0.69604   -0.67766   -0.66063
 -0.40196    0.29928   -0.38841    0.41163    0.10926    0.66104
  0.067725  -1.2112     0.347     -0.99133   -1.0776    -0.53982
  0.33331    1.67      -0.1426    -0.90661    0.54218   -1.4297
 -0.68923    0.10958   -0.021999   0.24942    0.83705   -0.70332
  0.3623    -0.043543   1.0989     0.78976   -1.5714    -0.081481
 -0.038935  -1.5579     0.40653   -0.13387    0.079872  -0.24863
 -0.023319  -0.3145    -0.37967   -0.59021  ]"
